SKU,Name,Name,Brand,RegularPrice,SalePrice,Size,Categories,Images,Gallery,Description,Link
2827509,JAMES Eau de Parfum Travel Spray,JAMES Eau de Parfum Travel Spray,By Rosie Jane,"370000,000",,0.30 oz / 10 ml eau de parfum spray,Nữ,https://www.sephora.com/productimages/sku/s2827509-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2827509-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/sku/s2827509-av-02-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2827509-av-02-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2827509-av-03-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2827509-av-03-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2827509-av-04-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2827509-av-04-zoom.jpg?imwidth=96 2x,<b>Nhóm hương:</b> Hương đất & Hương gỗ<br><br><b>Loại mùi hương:</b> Hương gỗ ấm áp<br><br><b>Ghi chú chính:</b> Quả sung Hổ phách Hoa dành dành<br><br><b>Mô tả hương thơm:</b> Hương thơm này khiến người sáng lập By Rosie Jane Rosie Jane Johnston mỉm cười. Được thiết kế để mang lại cảm giác như đầu óc bạn đang ở trên mây với đôi chân trên mặt đất đây là sự kết hợp hoàn hảo giữa ấm cúng và tươi mát. Bạn sẽ ngửi thấy mùi hoa dành dành ngay lập tức nhưng sau đó JAMES đổi hướng để lộ ra mùi hổ phách ấm áp dễ chịu khiến bạn ngửi thấy mùi da mình cả ngày.<br><br><b>Về chai đựng:</b> Nước hoa Eau de Parfum của By Rosie Jane là sự pha trộn giữa cồn mía hữu cơ và tinh dầu nước hoa nguyên chất. Nó được đựng trong một chai thủy tinh rắn đẹp mắt với một bình xịt được thiết kế để tạo ra luồng phun hoàn hảo mọi lúc. Eau de Parfum là một cách rất thơm để sử dụng nước hoa.<br><br><b>Về hương thơm:</b> JAMES được lấy cảm hứng từ những ngày cuối cùng của mùa hè với hương quả sung hổ phách và hoa dành dành. Cảm giác như đang đứng trên hiên nhà trong cơn mưa rào ấm cúng và gần gũi với thiên nhiên.<br><br><b>Sạch & Nhận thức về hành tinh</b><br>Việc tuyển chọn đầy tham vọng của chúng tôi về vẻ đẹp được tạo ra mà không có các thành phần gây tranh cãi từ các thương hiệu tận tâm thực hiện các cam kết có ý nghĩa về môi trường bao gồm các thành phần và nguồn cung ứng bền vững bao bì cam kết của công ty và tính minh bạch của người tiêu dùng.,https://www.sephora.com/product/james-travel-spray-P431767?skuId=2827509&amp;icid2=products grid:p431767:product
2827517,MISSY Eau de Parfum Travel Spray,MISSY Eau de Parfum Travel Spray,By Rosie Jane,"370000,000",,0.30 oz / 10 ml eau de parfum spray,Nữ,https://www.sephora.com/productimages/sku/s2827517-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2827517-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/sku/s2827517-av-02-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2827517-av-02-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2827517-av-03-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2827517-av-03-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2827517-av-04-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2827517-av-04-zoom.jpg?imwidth=96 2x,<b>Nhóm hương:</b> Tươi mát<br><br><b>Loại mùi hương:</b> Tươi mát Solars<br><br><b>Ghi chú chính:</b> Quýt xanh Dừa Dứa<br><br><b>Mô tả hương thơm:</b> MISSY ngọt ngào và tinh tế gợi nhớ đến những buổi tiệc tùng bên hồ bơi và những ngày cuối tuần xa nhà. Nó có sự pha trộn trẻ trung của hoa trắng trái cây nhiệt đới và một lớp hương cam quýt tươi mát của quýt và hổ phách. Quen thuộc và hoài cổ nhưng táo bạo và hiện đại MISSY là hạnh phúc trong một chai nước hoa.<br><br><b>Về chai:</b> By Rosie Jane's Eau de Parfum là sự pha trộn giữa cồn mía hữu cơ và tinh dầu nước hoa nguyên chất. Nó được đựng trong một chai thủy tinh rắn đẹp mắt với một bình xịt được thiết kế để tạo ra một luồng phun hoàn hảo mọi lúc. Eau de Parfum là một cách rất thơm để sử dụng nước hoa.<br><br><b>Về hương thơm:</b> MISSY lấy cảm hứng từ những người bạn thân thiết những điều giản dị và cảm giác vui sướng thuần khiết với hương hoa sứ quýt xanh dừa và dứa. Cảm giác như những nụ hôn của bướm và cảnh ân ái trên bãi biển.<br><br><b>Sạch & Nhận thức về hành tinh</b><br>Việc tuyển chọn đầy tham vọng của chúng tôi về vẻ đẹp được tạo ra mà không có thành phần gây tranh cãi từ các thương hiệu tận tâm thực hiện các cam kết có ý nghĩa về môi trường bao gồm các thành phần và nguồn cung ứng bền vững bao bì cam kết của công ty và tính minh bạch của người tiêu dùng.,https://www.sephora.com/product/by-rosie-jane-missy-travel-spray-P510068?skuId=2827517&amp;icid2=products grid:p510068:product
2827541,Leila Lou Perfume Travel Spray,Leila Lou Perfume Travel Spray,By Rosie Jane,"370000,000",,0.33 oz / 10 ml eau de parfum spray,Nữ,https://www.sephora.com/productimages/sku/s2827541-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2827541-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/sku/s2827541-av-01-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2827541-av-01-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2827541-av-9-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2827541-av-9-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2827541-av-10-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2827541-av-10-zoom.jpg?imwidth=96 2x,<b>Nhóm hương:</b> Hoa<br><br><b>Loại mùi hương:</b> Hương hoa trái cây<br><br><b>Ghi chú chính:</b> Lê Hoa nhài Cỏ mới cắt<br><br><b>Mô tả mùi hương:</b> Một tác phẩm kinh điển để viết lại những tác phẩm kinh điển LEILA LOU có hương trái cây hoa và trầm lắng cùng một lúc. Không có một nốt hương nào nổi bật: lê ở vị trí cao và tươi sáng nhưng được làm phức tạp bởi hoa nhài mềm mại và sức mạnh từ cỏ mới cắt. LEILA LOU khi khô lại thành một mùi hương nhẹ nhàng và nữ tính.<br><br><b>Về chai:</b> By Rosie Jane's Eau de Parfum là sự pha trộn giữa cồn mía hữu cơ và tinh dầu nước hoa nguyên chất. Nó được đựng trong một chai thủy tinh rắn đẹp mắt với một bình xịt được thiết kế để tạo ra luồng phun hoàn hảo mọi lúc. Eau de Parfum là một cách rất thơm để sử dụng nước hoa.<br><br><b>Về hương thơm:</b> LEILA LOU lấy cảm hứng từ mùa xuân với hương lê hoa nhài và cỏ mới cắt. Nó giống như một chiếc quần jean xanh hoàn hảo: giản dị gợi cảm và là trang phục thiết yếu hàng ngày.<br><br><b>Sạch & Nhận thức về hành tinh</b><br>Việc tuyển chọn đầy tham vọng của chúng tôi về sản phẩm làm đẹp được tạo ra mà không có thành phần gây tranh cãi từ các thương hiệu tận tâm thực hiện các cam kết có ý nghĩa về môi trường bao gồm các thành phần và nguồn cung ứng bền vững bao bì cam kết của công ty và tính minh bạch của người tiêu dùng.,https://www.sephora.com/product/leila-lou-travel-spray-P431765?skuId=2827541&amp;icid2=products grid:p431765:product
2827558,Rosie Eau de Parfum Travel Spray,Rosie Eau de Parfum Travel Spray,By Rosie Jane,"370000,000",,0.33 oz / 10 ml eau de parfum spray,Nữ,https://www.sephora.com/productimages/sku/s2827558-av-7-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2827558-av-7-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/sku/s2827558-av-01-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2827558-av-01-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2827558-av-6-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2827558-av-6-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2827558-av-03-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2827558-av-03-zoom.jpg?imwidth=96 2x,<b>Nhóm hương:</b> Ấm áp &amp; Cay nồng<br><br><b>Loại mùi hương:</b> Ấm áp &amp; Trong suốt<br><br><b>Ghi chú chính:</b> Hoa hồng Xạ hương Nude Vani<br><br><b>Mô tả hương thơm:</b> ROSIE toàn là xạ hương trắng. Đây là hương đầu hương giữa và hương cuối—nhưng By Rosie Jane chỉ thêm một chút tinh dầu hoa hồng nguyên chất để làm nền và mở ra các giác quan của bạn. Hương thơm này sẽ tự định hình theo bạn khiến nó trở nên độc đáo chỉ dành riêng cho bạn. ROSIE để lại làn da có mùi thơm sạch sẽ và êm dịu.<br><br><b>Về chai:</b> By Rosie Jane's Eau de Parfum là sự pha trộn giữa cồn mía hữu cơ và tinh dầu nước hoa nguyên chất. Nó được đựng trong một chai thủy tinh rắn đẹp mắt với một bình xịt được thiết kế để tạo ra luồng phun hoàn hảo mọi lúc. Eau de Parfum là một cách rất thơm để sử dụng nước hoa.<br><br><b>Về hương thơm:</b> ROSIE được lấy cảm hứng từ làn da trần với hương xạ hương nude và hoa hồng ngọt ngào. Nude và trong suốt tạo cảm giác như đang ngủ trong bộ đồ sinh nhật của bạn.<br><br><b>Sạch & Nhận thức về hành tinh</b><br>Sự lựa chọn đầy tham vọng của chúng tôi về vẻ đẹp được tạo ra mà không có thành phần gây tranh cãi từ các thương hiệu tận tâm thực hiện các cam kết có ý nghĩa về môi trường bao gồm các thành phần và nguồn cung ứng bền vững bao bì cam kết của công ty và tính minh bạch của người tiêu dùng.,https://www.sephora.com/product/rosie-travel-spray-P431768?skuId=2827558&amp;icid2=products grid:p431768:product
2827566,LAKE Eau de Parfum Travel Spray,LAKE Eau de Parfum Travel Spray,By Rosie Jane,"370000,000",,0.33 oz / 10 ml eau de parfum spray,Nữ,https://www.sephora.com/productimages/sku/s2827566-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2827566-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/sku/s2827566-av-01-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2827566-av-01-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2827566-av-10-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2827566-av-10-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2827566-av-11-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2827566-av-11-zoom.jpg?imwidth=96 2x,<b>Nhóm hương:</b> Hương đất &amp; Hương gỗ<br><br><b>Loại mùi hương:</b> Hương cam chanh &amp; Hương gỗ<br><br><b>Ghi chú chính:</b> Hương cam chanh Cam Bergamot Gỗ đàn hương<br><br><b>Mô tả mùi hương:</b> Một tinh thần phóng khoáng LAKE được lấy cảm hứng từ những đêm ở Hồ Tahoe. Đây là một loại nước hoa huyền bí giống như làn nước của Hồ Tahoe. Hương vani kem là nốt hương đầu tiên bạn ngửi thấy trước khi hương chanh và cam đắng bùng nổ. Cuối cùng LAKE giữ bạn gần gũi với nốt hương cuối êm dịu và an tâm của gỗ tuyết tùng. <br><br><b>Về chai:</b> By Rosie Jane's Eau de Parfum là sự pha trộn giữa cồn mía hữu cơ và tinh dầu nước hoa nguyên chất. Nó được đựng trong một chai thủy tinh rắn đẹp mắt với vòi phun được thiết kế để tạo ra luồng khí hoàn hảo mọi lúc. Eau de Parfum là một cách rất thơm để sử dụng nước hoa.<br><br><b>Về hương thơm:</b> LAKE được lấy cảm hứng từ mùa thu và những ngọn núi của Hồ Tahoe với hương vani tuyết tùng và cam đắng. Cảm giác như đang ngủ dưới những vì sao lãng mạn và dễ dàng. LAKE nắm bắt được sự phóng khoáng trong mỗi chúng ta.<br><br><b>Sạch & Nhận thức về hành tinh</b><br>Việc tuyển chọn đầy tham vọng của chúng tôi về vẻ đẹp được tạo ra mà không có các thành phần gây tranh cãi từ các thương hiệu tận tâm thực hiện các cam kết có ý nghĩa về môi trường bao gồm các thành phần và nguồn cung ứng bền vững bao bì cam kết của công ty và tính minh bạch với người tiêu dùng.,https://www.sephora.com/product/black-orchid-body-oil-mist-P451243?skuId=2827566&amp;icid2=products grid:p451243:product
2831089,Frangipani Flower Cologne Travel Spray,Frangipani Flower Cologne Travel Spray,Jo Malone London,"408000,000",,0.33 oz / 10 ml spray,Nữ,https://www.sephora.com/productimages/sku/s2831089-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2831089-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/sku/s2831089-av-01-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2831089-av-01-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2831089-av-02-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2831089-av-02-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2831089-av-03-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2831089-av-03-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2831089-av-04-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2831089-av-04-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2831089-av-05-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2831089-av-05-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2831089-av-06-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2831089-av-06-zoom.jpg?imwidth=96 2x,<p><strong>Nhóm hương:</strong> Hoa</p><p><br></p><p><strong>Loại mùi hương:</strong> Hoa cổ điển</p><p><br></p><p><strong>Hương chính:</strong> Cánh hoa nhài Hoa sứ Gỗ đàn hương</p><p><br></p><p><strong>Mô tả mùi hương:</strong> Một chút hương chanh tươi mát mở đầu cho loại nước hoa mang hương mặt trời này hé lộ hương hoa sứ và hoa ngọc lan tây rực rỡ trên nền gỗ đàn hương kem.</p><p><br></p><p><strong>Về mùi hương:</strong> Mùi hương này được lấy cảm hứng từ loài hoa sứ kỳ lạ còn được gọi là hoa sứ—một cảnh tượng rạng rỡ với những cánh hoa chong chóng màu trắng và phần giữa màu vàng tươi—nở rộ trên những bãi biển tuyệt đẹp của Bali.</p>,https://www.sephora.com/product/jo-malone-london-frangipani-flower-cologne-travel-spray-P510163?skuId=2831089&amp;icid2=products grid:p510163:product
2832962,Dream Eau de Parfum,Dream Eau de Parfum,The Maker,"2232000,000",,1.7 oz / 50 ml eau de parfum spray,Nữ,https://www.sephora.com/productimages/sku/s2832962-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2832962-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/sku/s2832962-av-02-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2832962-av-02-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2832962-av-04-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2832962-av-04-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2832962-av-05-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2832962-av-05-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2832962-av-06-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2832962-av-06-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2832962-av-07-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2832962-av-07-zoom.jpg?imwidth=96 2x,<b>Nhóm hương:</b> Ấm áp &amp; Cay nồng<br><br><b>Loại mùi hương:</b> Ấm áp &amp; Ngọt ngào Gourmand<br><br><b>Hương chính:</b> Vani Bourbon Bơ quế Hoa mộc lan<br><br><b>Mô tả hương thơm:</b> Mùi hương gourmand hấp dẫn và xa hoa này sẽ làm say đắm bất kỳ ai với hương thơm béo ngậy gây nghiện của nó. Hương vani bourbon bơ quế ấm áp và hổ phách thôi miên phủ lên làn da tất cả đều được làm nền bởi hoa mộc lan và gỗ đàn hương ấm áp gợi cảm.<br><br><b>Về chai:</b> Thiết kế chai này lấy cảm hứng từ một chiếc bình đựng mực cổ và gợi cảm mịn màng và thoải mái khi cầm với các tấm thủy tinh có khía. Được làm bằng thủy tinh tái chế sau khi tiêu dùng The Maker sử dụng ít hơn 27 phần trăm thủy tinh so với các chai nước hoa truyền thống và phương pháp sản xuất không có CO2. Kính có gân là một kiểu dáng đặc trưng được thấy ở khắp The Maker Hotel từ nước hoa và nến đến đồ thủy tinh và đồ chiếu sáng.<br><br><b>Về hương thơm:</b> Hương thơm ấm cúng tinh tế này sẽ đưa người mặc đến The Maker Hotel nổi tiếng nơi những tưởng tượng được hiện thực hóa trong mọi căn phòng. Hương thơm hổ phách và vani nắm bắt được sự kỳ diệu của việc chìm vào giấc ngủ trên chiếc giường khách sạn sang trọng—ngay cả khi bạn chỉ đang mơ mộng.<br><br><b>Sạch & Nhận thức về hành tinh</b><br>Bộ sưu tập đầy tham vọng của chúng tôi về vẻ đẹp được tạo ra mà không có các thành phần gây tranh cãi từ các thương hiệu tận tâm thực hiện các cam kết có ý nghĩa về môi trường bao gồm các thành phần và nguồn cung ứng bền vững bao bì cam kết của công ty và tính minh bạch với người tiêu dùng.,https://www.sephora.com/product/dream-eau-de-parfum-P514669?skuId=2832962&amp;icid2=products grid:p514669:product
2832970,Dream Eau de Parfum Travel Spray,Dream Eau de Parfum Travel Spray,The Maker,"536000,000",,0.33 oz / 10 ml eau de parfum spray,Nữ,https://www.sephora.com/productimages/sku/s2832970-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2832970-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/sku/s2832970-av-02-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2832970-av-02-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2832970-av-04-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2832970-av-04-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2832970-av-05-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2832970-av-05-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2832970-av-06-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2832970-av-06-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s2832970-av-07-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2832970-av-07-zoom.jpg?imwidth=96 2x,<b>Nhóm hương:</b> Ấm áp &amp; Cay nồng<br><br><b>Loại mùi hương:</b> Ấm áp &amp; Ngọt ngào Gourmand<br><br><b>Ghi chú chính:</b> Vani Bourbon Bơ quế Hoa mộc lan<br><b><br>Mô tả hương thơm:</b> Mùi hương gourmand hấp dẫn và xa hoa này sẽ làm say đắm bất kỳ ai với hương thơm béo ngậy gây nghiện của nó. Vani Bourbon bơ quế ấm áp và lớp hổ phách thôi miên bao phủ làn da tất cả đều được làm nền bởi hoa mộc lan và gỗ đàn hương ấm áp gợi cảm.<br><br><b>Về chai:</b> Lấy cảm hứng từ một chiếc bình đựng mực cổ chai sang trọng này gợi cảm mịn màng và thoải mái khi cầm với các tấm thủy tinh có khía. Được làm bằng thủy tinh tái chế sau khi tiêu dùng The Maker sử dụng ít hơn 27 phần trăm thủy tinh so với các chai nước hoa truyền thống và phương pháp sản xuất không có CO2. Kính có gân là một nét đặc trưng được thấy ở khắp The Maker Hotel từ nước hoa và nến đến đồ thủy tinh và đồ chiếu sáng.<br><br><b>Về hương thơm:</b> Hương thơm ấm cúng tinh tế này sẽ đưa người mặc đến The Maker Hotel nổi tiếng nơi những tưởng tượng được hiện thực hóa trong mọi căn phòng. Hương thơm hổ phách và vani nắm bắt được sự kỳ diệu của việc chìm vào giấc ngủ trên chiếc giường khách sạn sang trọng—ngay cả khi bạn chỉ đang mơ mộng.<br><br><b>Sạch & Nhận thức về hành tinh</b><br>Bộ sưu tập đầy tham vọng của chúng tôi về vẻ đẹp được tạo ra mà không có thành phần gây tranh cãi từ các thương hiệu tận tâm thực hiện các cam kết có ý nghĩa về môi trường bao gồm các thành phần và nguồn cung ứng bền vững bao bì cam kết của công ty và tính minh bạch với người tiêu dùng.,https://www.sephora.com/product/dream-eau-de-parfum-travel-spray-P514679?skuId=2832970&amp;icid2=products grid:p514679:product
2834414,Good Girl Eau de Parfum Travel Spray,Good Girl Eau de Parfum Travel Spray,Carolina Herrera,"434000,000",,0.30 oz / 10 ml eau de parfum spray,Nữ,https://www.sephora.com/productimages/sku/s2834414-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s2834414-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p434500-av-12-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p434500-av-12-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p434500-av-05-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p434500-av-05-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p434500-av-10-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p434500-av-10-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p434500-av-14-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p434500-av-14-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/product/p434500-av-13-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p434500-av-13-zoom.jpg?imwidth=96 2x,"<b>Nhóm hương:</b><br> Hương hoa<br><br><b>Loại mùi hương:</b><br> Hương hoa ấm áp<br><br><b>Ghi chú chính:</b><br> Hoa huệ Hoa nhài Đậu Tonka<br><br><b>Giới thiệu:</b><br> Đen và trắng… cô gái ngoan cô gái hư. GOOD GIRL là một loại nước hoa gợi cảm gợi cảm được sinh ra từ những mâu thuẫn tuyệt đẹp và tính hai mặt luôn hiện hữu của phụ nữ hiện đại và cuộc sống hiện đại. Vừa tươi sáng vừa u ám loại nước hoa sáng tạo này nắm bắt được sự phức tạp kỳ diệu của người phụ nữ với những thành phần đáng ngạc nhiên và đặc biệt. Những phẩm chất ngọt ngào quyến rũ của hoa nhài mang đến cho GOOD GIRL sự tươi sáng và nữ tính. Mặt tối hơn được tạo ra với ca cao thơm nồng và đậu tonka say đắm. Hạnh nhân và cà phê mang đến cho mùi hương sự sống động ngay lập tức. Hoa huệ được chiết xuất theo một cách mới tạo nên sự tinh tế phong phú là lá bài tẩy của loại nước hoa này mang đến sự trôi chảy và nữ tính. GOOD GIRL là minh chứng cho sự thanh lịch và dí dỏm không cần nỗ lực của Nhà Herrera.<br><br>""Hãy trao cho một cô gái đôi giày phù hợp và cô ấy có thể chinh phục thế giới.""Carolina Herrera de Báez Nhà sáng lập thương hiệu",https://www.sephora.com/product/good-girl-rollerball-P434500?skuId=2834414&amp;icid2=products grid:p434500:product
388512,ALLURE Eau de Parfum,ALLURE Eau de Parfum,CHANEL,"1760000,000",,1.7 oz,Nữ,https://www.sephora.com/productimages/sku/s388512-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s388512-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/product/p9549-av-1-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/product/p9549-av-1-zoom.jpg?imwidth=96 2x,<b>Nhóm hương:</b> Hoa <br><br><b>Loại mùi hương:</b> Hoa ấm áp <br><br><b>Ghi chú chính:</b> Hương mẫu đơn Chanh dây Vani<br><br><b>Mô tả hương thơm:</b><br> Khó định nghĩa không thể cưỡng lại. Sạch sẽ và trong trẻo ấm áp và gợi cảm ALLURE là một loại nước hoa hổ phách tươi mát tìm thấy sự thể hiện độc đáo cho mỗi người phụ nữ. Bởi vì mỗi người phụ nữ đều có sức hấp dẫn đặc biệt của riêng mình. <br><br> THÀNH PHẦN<br> Hương quýt lấp lánh kết hợp với sự mềm mại của Hoa hồng tháng Năm và sự gợi cảm của Vani. Eau de Parfumgần nhất về sức mạnh và tính cách với Parfum formcó hương Chanh dây say đắm với hương mẫu đơn và một khía cạnh hổ phách ấm áp hơn. <br><br>CÁCH SỬ DỤNG<br>Để dễ dàng sử dụng trên da hoặc quần áo Eau de Parfum được đựng trong một bình xịt thanh lịch sang trọng và tiện dụng có thể sử dụng nhiều hơn.,https://www.sephora.com/product/allure-P9549?skuId=388512&amp;icid2=products grid:p9549:product
420588,J'adore Eau de Parfum,J'adore Eau de Parfum,DIOR,"2193000,000",,3.4 oz/ 100 mL,Nữ,https://www.sephora.com/productimages/sku/s420588-main-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s420588-main-zoom.jpg?imwidth=96 2x,https://www.sephora.com/productimages/sku/s420588-av-02-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s420588-av-02-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s420588-av-04-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s420588-av-04-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s420588-av-05-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s420588-av-05-zoom.jpg?imwidth=96 2xhttps://www.sephora.com/productimages/sku/s420588-av-06-zoom.jpg?imwidth=48 1x https://www.sephora.com/productimages/sku/s420588-av-06-zoom.jpg?imwidth=96 2x,"<p><strong>Nhóm hương:</strong> Hương hoa</p><p><br></p><p><strong>Loại hương:</strong> Hương hoa ấm áp</p><p><br></p><p><strong>Hương chính:</strong> Hoa ngọc lan tây Hoa hồng Damascus Hoa nhài</p><p><br></p><p><strong>Mô tả hương thơm:</strong> <span style=""font-family: Montserrat Helvetica Arial sans-serif; color: var(--attrpanel-color-text #1a2028); font-size: var(--font-size-sm 12px); background-color: var(--palette-white #ffffff);"">Hương thơm quyến rũ và nữ tính không thể cưỡng lại này kết hợp hương hoa của hoa ngọc lan tây với hương ấm áp của hoa hồng Damasus và hoa nhài.</span></p><p><br></p><p><strong>Về chai:</strong> <span style=""background-color: var(--palette-white #ffffff); color: var(--attrpanel-color-text #1a2028);"">Những đường cong gợi cảm của chai nước hoa J'adore phản ánh bó hoa quyến rũ của mùi hương. Lấy cảm hứng từ hình số tám do Christian Dior thiết kế chai được trang trí bằng một chiếc vòng cổ vàng xa hoa nhảy múa như một viên ngọc trên cổ của một người phụ nữ. Nếu bạn nhận được chai mới hãy yên tâm rằng loại nước hoa bên trong là loại bạn đã đặt hàng — chỉ có chai là thay đổi một chút.</span></p><p><br></p><p><br></p><p><strong>Về nước hoa:</strong> ""J'adore Eau De Parfum là một bó hoa được sáng tạo. Được chế tác tinh xảo đến từng chi tiết nhỏ nhất giống như một bông hoa được làm riêng.""—François Demachy Nhà sáng tạo nước hoa của Dior</p>",https://www.sephora.com/product/j-adore-eau-de-parfum-P6430?skuId=420588&amp;icid2=products grid:p6430:product
